track,frame_idx,instance.score,nose.x,nose.y
,627,7.030047417,564.0137939,398.0106812
,628,6.711126804,562.0125122,389.9847107
,629,6.776360512,559.9725342,383.9917297
,630,7.112510681,561.9772949,375.9767456
,631,7.815373421,563.975708,366.0020447
,632,8.087428093,565.9863281,359.9673767
,633,7.873672485,574.0230103,353.9670715
,634,7.887732983,574.0229492,353.9664612
,635,7.654784203,584.0116577,350.0145874
,636,8.175805092,588.0388184,344.032135
,637,8.187680244,600.0340576,337.999115
,638,7.801152706,626.0109863,325.9732666
,639,7.013827801,643.9902954,322.0149841
,640,7.775519371,653.9994507,314.0037537
,641,7.950229645,665.9992065,303.9925232
,642,7.924248695,665.9996948,303.9972839
,643,7.896547794,669.9875488,295.9840393
,644,7.795572281,667.9852905,291.9761047
,645,7.764591217,669.9846191,285.986969
,646,8.465577126,674.0031738,282.0030823
,647,8.356017113,680.0090942,279.9898987
,648,8.318748474,696.026123,279.9838257
,649,7.847532749,710.0001221,274.0214233
,650,7.65887022,723.9975586,274.0081482
,651,7.499273777,729.9852905,275.9900208
,652,7.48482132,735.9663696,274.0024414
,653,7.364602566,736.0158081,273.9910278
,654,7.538601875,,
,655,7.562944412,,
,656,7.289941311,,
,657,7.801539421,740.0307007,275.9915771
,658,7.865668774,741.9718628,274.0400696
,659,7.933085442,739.9919434,274.0246277
,660,7.829490662,738.0198975,273.9823608
,661,7.931390762,735.9765625,273.9780273
,662,8.008563995,720.0411377,265.985321
,663,8.217640877,721.996521,283.9964905
,664,8.527519226,718.0289307,286.0101013
,665,8.047436714,712.0297241,290.0006714
,666,7.495378971,710.0056763,291.9851685
,667,7.264733315,710.0343018,298.0047913
,668,7.646911144,709.9946289,308.0032654
,669,7.877041817,711.9744263,285.9985962
,670,7.584607124,717.9769897,331.9699097
,671,7.129493237,690.0127563,353.9607239
,672,6.765104771,705.9477539,258.0102844
,673,6.871409416,708.0130615,291.9876404
,674,6.554650307,711.9735107,296.0133667
,675,6.600577831,,
,676,7.693272591,716.0029907,306.018219
,677,7.646358013,720.0009766,395.9650574
,678,7.461489677,718.0345459,394.0083313
,679,7.335080147,719.9711304,391.9700317
,680,6.451117516,717.9379272,389.9541931
,681,6.635007858,,
,682,6.637047768,,
,683,6.692666531,,
,684,6.914208889,,
,685,7.105100155,732.0497437,369.9657288
,686,6.780073166,753.9859009,356.038208
,687,6.968634129,757.9769897,353.9981384
,688,7.158563614,756.039917,349.9797363
,689,7.143575668,758.0213013,349.9784241
,690,7.293012619,773.9674683,340.0202637
,691,7.562207222,752.005127,329.962677
,692,6.697575092,743.9910278,320.0160522
,693,7.373710155,733.9979858,298.0141602
,694,7.00446558,698.0421143,271.946167
,695,7.630486488,691.9956665,256.027771
,696,7.885853767,704.0030518,248.0060425
,697,8.197925568,698.0239868,242.0097198
,698,8.216472626,698.0037842,243.9886475
,699,8.200774193,697.999939,244.006073
,700,8.265961647,699.9904175,245.9814301
,701,8.177719116,696.0194702,241.9999695
,702,8.062067986,681.9985962,229.9957886
,703,8.353611946,667.9817505,221.9844208
,704,8.181853294,637.9960938,196.0181274
,705,8.213758469,624.0197754,191.9907837
,706,7.925409317,614.0545654,182.0317841
,707,8.300105095,608.0192871,179.9872284
,708,8.34589386,602.006897,174.0031586
,709,7.666882515,598.0040894,165.9701233
,710,7.940258026,592.0371094,150.0229187
,711,8.126424789,587.984314,134.0262756
,712,7.856843948,586.0149536,121.9773254
,713,8.033927917,587.9819336,99.98282623
,714,8.438557625,588.0279541,89.98483276
,715,8.270363808,592.0100708,86.01919556
,716,8.278445244,595.9769897,85.99111938
,717,8.088959694,603.9912109,82.0113678
,718,8.311095238,611.9909058,83.96795654
,719,8.680268288,614.020813,84.03005219
,720,8.411780357,623.9927368,86.009758
,721,8.403425217,623.9961548,86.01287079
,722,8.396635056,634.0202637,85.95578003
,723,8.407218933,637.9716187,82.00193024
,724,8.159932137,644.0021973,81.96289063
,725,8.257897377,644.0184937,76.00621033
,726,8.197061539,640.005188,69.96939087
,727,8.359994888,634.0371704,66.03358459
,728,8.480192184,632.0284424,64.00160217
,729,8.530304909,632.0372314,63.99909592
,730,8.567831993,632.0112305,63.97081757
,731,8.521882057,632.022522,63.97513199
,732,8.492362022,632.0299072,61.99254227
,733,8.522359848,632.0286865,58.01498795
